"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","519095","","","","0"
"2017","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","537067","","","","0"
"2018","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","555096","","","","0"
"2019","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","567233","","","","0"
"2020","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","567585","","","","0"
"2021","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","557103","","","","0"
"2022","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","555608","","","","0"
"2023","Quebec","2016A000224","Total - gender","25 to 29 years","Persons","249","units","0","v468351","6.1.37","577961","","","","0"
"1990","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","658647","","","","0"
"1991","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","666589","","","","0"
"1992","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","662588","","","","0"
"1993","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","660233","","","","0"
"1994","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","653834","","","","0"
"1995","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","644430","","","","0"
"1996","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","623869","","","","0"
"1997","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","600796","","","","0"
"1998","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","568993","","","","0"
"1999","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","540579","","","","0"
"2000","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","516025","","","","0"
"2001","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","502992","","","","0"
"2002","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","493616","","","","0"
"2003","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","488005","","","","0"
"2004","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","485916","","","","0"
"2005","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","486643","","","","0"
"2006","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","489659","","","","0"
"2007","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","501563","","","","0"
"2008","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","516562","","","","0"
"2009","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","532978","","","","0"
"2010","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","549120","","","","0"
"2011","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","562906","","","","0"
"2012","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","566262","","","","0"
"2013","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","563930","","","","0"
"2014","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","558346","","","","0"
"2015","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","545774","","","","0"
"2016","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","534519","","","","0"
"2017","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","529532","","","","0"
"2018","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","532821","","","","0"
"2019","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","538666","","","","0"
"2020","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","548735","","","","0"
"2021","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","559767","","","","0"
"2022","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","578554","","","","0"
"2023","Quebec","2016A000224","Total - gender","30 to 34 years","Persons","249","units","0","v468372","6.1.43","616743","","","","0"
"1990","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","596693","","","","0"
"1991","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","607808","","","","0"
"1992","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","622840","","","","0"
"1993","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","638876","","","","0"
"1994","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","648211","","","","0"
"1995","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","653133","","","","0"
"1996","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","659359","","","","0"
"1997","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","656841","","","","0"
"1998","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","653671","","","","0"
"1999","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","648863","","","","0"
"2000","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","641620","","","","0"
"2001","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","623294","","","","0"
"2002","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","604261","","","","0"
"2003","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","578266","","","","0"
"2004","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","553871","","","","0"
"2005","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","531453","","","","0"
"2006","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","518179","","","","0"
"2007","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","508374","","","","0"
"2008","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","504089","","","","0"
"2009","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","504145","","","","0"
"2010","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","510315","","","","0"
"2011","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","518327","","","","0"
"2012","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","530010","","","","0"
"2013","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","542475","","","","0"
"2014","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","553591","","","","0"
"2015","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","561061","","","","0"
"2016","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","567618","","","","0"
"2017","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","572450","","","","0"
"2018","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","578074","","","","0"
"2019","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","580890","","","","0"
"2020","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","576465","","","","0"
"2021","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","566629","","","","0"
"2022","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","564018","","","","0"
"2023","Quebec","2016A000224","Total - gender","35 to 39 years","Persons","249","units","0","v468390","6.1.49","580428","","","","0"
"1990","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","539420","","","","0"
"1991","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","553175","","","","0"
"1992","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","558175","","","","0"
"1993","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","565728","","","","0"
"1994","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","576256","","","","0"
"1995","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","590017","","","","0"
"1996","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","600056","","","","0"
"1997","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","615120","","","","0"
"1998","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","629102","","","","0"
"1999","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","638196","","","","0"
"2000","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","644605","","","","0"
"2001","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","653328","","","","0"
"2002","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","653206","","","","0"
"2003","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","653675","","","","0"
"2004","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","652830","","","","0"
"2005","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","649838","","","","0"
"2006","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","633798","","","","0"
"2007","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","612183","","","","0"
"2008","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","585297","","","","0"
"2009","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","561085","","","","0"
"2010","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","541077","","","","0"
"2011","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","531692","","","","0"
"2012","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","523580","","","","0"
"2013","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","517975","","","","0"
"2014","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","515048","","","","0"
"2015","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","516352","","","","0"
"2016","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","520633","","","","0"
"2017","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","531715","","","","0"
"2018","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","548085","","","","0"
"2019","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","564514","","","","0"
"2020","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","577871","","","","0"
"2021","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","587972","","","","0"
"2022","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","595177","","","","0"
"2023","Quebec","2016A000224","Total - gender","40 to 44 years","Persons","249","units","0","v468411","6.1.55","608949","","","","0"
"1990","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","440460","","","","0"
"1991","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","461559","","","","0"
"1992","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","483347","","","","0"
"1993","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","501033","","","","0"
"1994","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","517774","","","","0"
"1995","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","530228","","","","0"
"1996","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","540170","","","","0"
"1997","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","546134","","","","0"
"1998","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","553654","","","","0"
"1999","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","564868","","","","0"
"2000","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","579355","","","","0"
"2001","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","590207","","","","0"
"2002","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","606886","","","","0"
"2003","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","622619","","","","0"
"2004","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","632723","","","","0"
"2005","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","639046","","","","0"
"2006","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","647042","","","","0"
"2007","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","649633","","","","0"
"2008","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","651733","","","","0"
"2009","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","650811","","","","0"
"2010","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","645983","","","","0"
"2011","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","628172","","","","0"
"2012","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","611119","","","","0"
"2013","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","587926","","","","0"
"2014","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","564256","","","","0"
"2015","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","543413","","","","0"
"2016","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","532182","","","","0"
"2017","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","522089","","","","0"
"2018","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","517401","","","","0"
"2019","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","517501","","","","0"
"2020","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","521223","","","","0"
"2021","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","526096","","","","0"
"2022","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","540151","","","","0"
"2023","Quebec","2016A000224","Total - gender","45 to 49 years","Persons","249","units","0","v468432","6.1.61","562105","","","","0"
"1990","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","345491","","","","0"
"1991","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","358787","","","","0"
"1992","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","374050","","","","0"
"1993","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","392731","","","","0"
"1994","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","409937","","","","0"
"1995","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","429011","","","","0"
"1996","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","447440","","","","0"
"1997","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","470117","","","","0"
"1998","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","487895","","","","0"
"1999","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","504845","","","","0"
"2000","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","518492","","","","0"
"2001","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","530431","","","","0"
"2002","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","536232","","","","0"
"2003","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","544478","","","","0"
"2004","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","556718","","","","0"
"2005","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","572857","","","","0"
"2006","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","585154","","","","0"
"2007","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","601696","","","","0"
"2008","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","617464","","","","0"
"2009","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","629270","","","","0"
"2010","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","638389","","","","0"
"2011","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","649169","","","","0"
"2012","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","650707","","","","0"
"2013","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","650768","","","","0"
"2014","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","648700","","","","0"
"2015","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","644350","","","","0"
"2016","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","628815","","","","0"
"2017","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","608634","","","","0"
"2018","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","583650","","","","0"
"2019","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","559686","","","","0"
"2020","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","538318","","","","0"
"2021","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","526894","","","","0"
"2022","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","520120","","","","0"
"2023","Quebec","2016A000224","Total - gender","50 to 54 years","Persons","249","units","0","v468450","6.1.67","520244","","","","0"
"1990","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","331168","","","","0"
"1991","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","329613","","","","0"
"1992","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","324279","","","","0"
"1993","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","323391","","","","0"
"1994","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","328856","","","","0"
"1995","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","335262","","","","0"
"1996","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","346365","","","","0"
"1997","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","361831","","","","0"
"1998","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","379917","","","","0"
"1999","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","397714","","","","0"
"2000","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","417306","","","","0"
"2001","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","436366","","","","0"
"2002","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","458978","","","","0"
"2003","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","476710","","","","0"
"2004","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","492711","","","","0"
"2005","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","505051","","","","0"
"2006","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","516288","","","","0"
"2007","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","524127","","","","0"
"2008","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","534419","","","","0"
"2009","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","547073","","","","0"
"2010","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","563294","","","","0"
"2011","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","575789","","","","0"
"2012","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","593501","","","","0"
"2013","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","611287","","","","0"
"2014","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","623763","","","","0"
"2015","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","632551","","","","0"
"2016","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","642119","","","","0"
"2017","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","642919","","","","0"
"2018","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","643056","","","","0"
"2019","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","640777","","","","0"
"2020","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","635103","","","","0"
"2021","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","617260","","","","0"
"2022","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","598600","","","","0"
"2023","Quebec","2016A000224","Total - gender","55 to 59 years","Persons","249","units","0","v468471","6.1.73","576596","","","","0"
"1990","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","311863","","","","0"
"1991","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","314918","","","","0"
"1992","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","318186","","","","0"
"1993","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","318610","","","","0"
"1994","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","317048","","","","0"
"1995","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","314079","","","","0"
"1996","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","311783","","","","0"
"1997","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","308095","","","","0"
"1998","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","308413","","","","0"
"1999","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","314305","","","","0"
"2000","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","321222","","","","0"
"2001","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","333008","","","","0"
"2002","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","348250","","","","0"
"2003","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","366259","","","","0"
"2004","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","384917","","","","0"
"2005","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","405688","","","","0"
"2006","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","424714","","","","0"
"2007","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","445941","","","","0"
"2008","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","463209","","","","0"
"2009","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","480512","","","","0"
"2010","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","495029","","","","0"
"2011","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","508069","","","","0"
"2012","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","513597","","","","0"
"2013","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","521879","","","","0"
"2014","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","533932","","","","0"
"2015","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","550108","","","","0"
"2016","Quebec","2016A000224","Total - gender","60 to 64 years","Persons","249","units","0","v468489","6.1.79","563289","","","","0"
