"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","267934","","","","0"
"2006","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","274571","","","","0"
"2007","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","283767","","","","0"
"2008","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","295451","","","","0"
"2009","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","307887","","","","0"
"2010","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","317100","","","","0"
"2011","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","317342","","","","0"
"2012","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","319123","","","","0"
"2013","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","321164","","","","0"
"2014","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","327837","","","","0"
"2015","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","329883","","","","0"
"2016","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","338797","","","","0"
"2017","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","347366","","","","0"
"2018","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","359293","","","","0"
"2019","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","372317","","","","0"
"2020","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","379258","","","","0"
"2021","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","384973","","","","0"
"2022","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","397504","","","","0"
"2023","British Columbia","2016A000259","Total - gender","25 to 29 years","Persons","249","units","0","v469926","11.1.37","421928","","","","0"
"1990","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","296183","","","","0"
"1991","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","305346","","","","0"
"1992","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","312526","","","","0"
"1993","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","320942","","","","0"
"1994","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","329752","","","","0"
"1995","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","334471","","","","0"
"1996","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","333072","","","","0"
"1997","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","327853","","","","0"
"1998","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","315864","","","","0"
"1999","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","306500","","","","0"
"2000","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","302286","","","","0"
"2001","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","302684","","","","0"
"2002","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","298560","","","","0"
"2003","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","292478","","","","0"
"2004","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","284969","","","","0"
"2005","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","278531","","","","0"
"2006","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","273329","","","","0"
"2007","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","275108","","","","0"
"2008","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","279427","","","","0"
"2009","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","286283","","","","0"
"2010","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","293104","","","","0"
"2011","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","299854","","","","0"
"2012","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","307861","","","","0"
"2013","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","316851","","","","0"
"2014","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","326410","","","","0"
"2015","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","331165","","","","0"
"2016","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","342632","","","","0"
"2017","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","349285","","","","0"
"2018","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","357935","","","","0"
"2019","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","369614","","","","0"
"2020","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","381364","","","","0"
"2021","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","393278","","","","0"
"2022","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","411843","","","","0"
"2023","British Columbia","2016A000259","Total - gender","30 to 34 years","Persons","249","units","0","v469947","11.1.43","440751","","","","0"
"1990","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","277902","","","","0"
"1991","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","288904","","","","0"
"1992","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","299536","","","","0"
"1993","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","311217","","","","0"
"1994","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","321771","","","","0"
"1995","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","332536","","","","0"
"1996","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","341416","","","","0"
"1997","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","348491","","","","0"
"1998","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","351642","","","","0"
"1999","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","352527","","","","0"
"2000","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","348685","","","","0"
"2001","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","341004","","","","0"
"2002","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","330654","","","","0"
"2003","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","318024","","","","0"
"2004","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","308949","","","","0"
"2005","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","305571","","","","0"
"2006","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","305563","","","","0"
"2007","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","305671","","","","0"
"2008","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","305916","","","","0"
"2009","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","303057","","","","0"
"2010","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","299380","","","","0"
"2011","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","294980","","","","0"
"2012","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","295618","","","","0"
"2013","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","296792","","","","0"
"2014","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","300974","","","","0"
"2015","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","304427","","","","0"
"2016","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","314478","","","","0"
"2017","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","326121","","","","0"
"2018","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","339809","","","","0"
"2019","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","353914","","","","0"
"2020","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","365942","","","","0"
"2021","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","376557","","","","0"
"2022","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","389146","","","","0"
"2023","British Columbia","2016A000259","Total - gender","35 to 39 years","Persons","249","units","0","v469965","11.1.49","408388","","","","0"
"1990","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","253984","","","","0"
"1991","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","268718","","","","0"
"1992","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","274339","","","","0"
"1993","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","282904","","","","0"
"1994","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","294655","","","","0"
"1995","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","306610","","","","0"
"1996","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","318384","","","","0"
"1997","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","329078","","","","0"
"1998","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","336609","","","","0"
"1999","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","340903","","","","0"
"2000","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","344894","","","","0"
"2001","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","348782","","","","0"
"2002","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","349651","","","","0"
"2003","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","351933","","","","0"
"2004","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","354405","","","","0"
"2005","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","353458","","","","0"
"2006","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","348006","","","","0"
"2007","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","339183","","","","0"
"2008","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","329696","","","","0"
"2009","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","323210","","","","0"
"2010","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","321105","","","","0"
"2011","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","323175","","","","0"
"2012","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","325086","","","","0"
"2013","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","324072","","","","0"
"2014","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","320005","","","","0"
"2015","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","314012","","","","0"
"2016","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","310635","","","","0"
"2017","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","310030","","","","0"
"2018","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","312247","","","","0"
"2019","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","318011","","","","0"
"2020","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","326049","","","","0"
"2021","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","337578","","","","0"
"2022","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","353083","","","","0"
"2023","British Columbia","2016A000259","Total - gender","40 to 44 years","Persons","249","units","0","v469986","11.1.55","373410","","","","0"
"1990","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","194270","","","","0"
"1991","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","204604","","","","0"
"1992","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","223560","","","","0"
"1993","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","240236","","","","0"
"1994","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","256604","","","","0"
"1995","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","274862","","","","0"
"1996","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","289900","","","","0"
"1997","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","295750","","","","0"
"1998","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","301715","","","","0"
"1999","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","308582","","","","0"
"2000","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","315408","","","","0"
"2001","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","323009","","","","0"
"2002","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","329841","","","","0"
"2003","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","336177","","","","0"
"2004","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","340221","","","","0"
"2005","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","344476","","","","0"
"2006","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","348906","","","","0"
"2007","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","353242","","","","0"
"2008","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","358987","","","","0"
"2009","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","363241","","","","0"
"2010","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","360591","","","","0"
"2011","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","352453","","","","0"
"2012","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","348131","","","","0"
"2013","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","341587","","","","0"
"2014","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","338450","","","","0"
"2015","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","338392","","","","0"
"2016","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","341792","","","","0"
"2017","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","339280","","","","0"
"2018","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","335578","","","","0"
"2019","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","330746","","","","0"
"2020","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","326166","","","","0"
"2021","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","322805","","","","0"
"2022","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","325112","","","","0"
"2023","British Columbia","2016A000259","Total - gender","45 to 49 years","Persons","249","units","0","v470007","11.1.61","331740","","","","0"
"1990","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","156387","","","","0"
"1991","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","163974","","","","0"
"1992","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","172399","","","","0"
"1993","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","183181","","","","0"
"1994","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","195156","","","","0"
"1995","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","205597","","","","0"
"1996","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","215799","","","","0"
"1997","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","235354","","","","0"
"1998","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","250788","","","","0"
"1999","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","263776","","","","0"
"2000","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","278681","","","","0"
"2001","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","291195","","","","0"
"2002","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","294771","","","","0"
"2003","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","299636","","","","0"
"2004","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","306842","","","","0"
"2005","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","314505","","","","0"
"2006","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","322904","","","","0"
"2007","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","330529","","","","0"
"2008","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","338241","","","","0"
"2009","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","343725","","","","0"
"2010","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","348271","","","","0"
"2011","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","353415","","","","0"
"2012","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","359700","","","","0"
"2013","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","366790","","","","0"
"2014","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","373438","","","","0"
"2015","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","374979","","","","0"
"2016","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","371989","","","","0"
"2017","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","361274","","","","0"
"2018","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","349149","","","","0"
"2019","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","340778","","","","0"
"2020","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","337480","","","","0"
"2021","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","339206","","","","0"
"2022","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","340612","","","","0"
"2023","British Columbia","2016A000259","Total - gender","50 to 54 years","Persons","249","units","0","v470025","11.1.67","340803","","","","0"
"1990","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","148685","","","","0"
"1991","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","149864","","","","0"
"1992","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","151807","","","","0"
"1993","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","155263","","","","0"
"1994","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","161210","","","","0"
"1995","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","167101","","","","0"
"1996","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","174032","","","","0"
"1997","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","181089","","","","0"
"1998","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","189825","","","","0"
"1999","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","199151","","","","0"
"2000","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","207155","","","","0"
"2001","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","216258","","","","0"
"2002","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","234702","","","","0"
"2003","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","249949","","","","0"
"2004","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","262851","","","","0"
"2005","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","277601","","","","0"
"2006","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","290281","","","","0"
"2007","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","293244","","","","0"
"2008","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","298072","","","","0"
"2009","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","304876","","","","0"
"2010","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","311546","","","","0"
"2011","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","319160","","","","0"
"2012","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","330288","","","","0"
"2013","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","341627","","","","0"
"2014","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","351128","","","","0"
"2015","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","359820","","","","0"
"2016","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","367989","","","","0"
"2017","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","370189","","","","0"
"2018","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","372785","","","","0"
"2019","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","374710","","","","0"
"2020","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","370712","","","","0"
"2021","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","362131","","","","0"
"2022","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","354715","","","","0"
"2023","British Columbia","2016A000259","Total - gender","55 to 59 years","Persons","249","units","0","v470046","11.1.73","345671","","","","0"
"1990","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","145732","","","","0"
"1991","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","148228","","","","0"
"1992","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","150464","","","","0"
"1993","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","152736","","","","0"
"1994","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","154294","","","","0"
"1995","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","155778","","","","0"
"1996","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","156745","","","","0"
"1997","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","158341","","","","0"
"1998","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","160335","","","","0"
"1999","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","163260","","","","0"
"2000","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","166616","","","","0"
"2001","British Columbia","2016A000259","Total - gender","60 to 64 years","Persons","249","units","0","v470064","11.1.79","172138","","","","0"
