"REF_DATE","GEO","DGUID","Sales taxes","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Quebec","2016A000224","Excluding sales taxes","Carpets and other floor coverings","Dollars","81","millions","6","v99923330","6.1.24","196.9","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","590.9","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","617.3","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","610.1","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","628.3","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","629.7","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","656.6","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","642.9","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","670.1","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","698.8","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","723.9","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","774.9","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","802.1","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","840.9","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","855.0","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","1001.0","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Household textiles","Dollars","81","millions","6","v99923331","6.1.25","878.9","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1095.6","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1148.5","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1158.9","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1156.3","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1113.3","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1054.9","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1058.4","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1096.9","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1081.4","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1196.9","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1324.4","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1470.6","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1442.6","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1498.6","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1689.2","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Major household appliances","Dollars","81","millions","6","v99923332","6.1.26","1630.5","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","282.2","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","305.7","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","309.0","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","317.1","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","325.6","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","354.0","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","383.3","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","378.4","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","376.0","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","391.8","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","411.7","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","429.8","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","465.1","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","520.1","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","558.8","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Small electric household appliances","Dollars","81","millions","6","v99923333","6.1.27","572.7","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","519.5","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","535.6","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","536.1","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","538.9","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","551.2","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","529.3","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","528.3","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","520.0","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","494.0","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","532.2","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","595.5","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","600.7","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","641.5","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","710.5","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","783.6","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Major tools and equipment","Dollars","81","millions","6","v99923334","6.1.28","1011.6","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","413.4","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","436.7","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","431.4","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","438.3","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","447.8","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","449.1","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","458.5","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","472.3","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","502.3","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","530.3","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","590.1","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","640.2","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","688.3","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","758.8","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","777.7","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Small tools and miscellaneous accessories","Dollars","81","millions","6","v99923335","6.1.29","705.8","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","961.0","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1008.0","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1020.9","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1057.5","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1101.9","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1175.9","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1180.4","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1174.8","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1260.8","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1282.0","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1375.2","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1408.1","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1458.0","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1513.9","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1706.9","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Other semi-durable household goods","Dollars","81","millions","6","v99923336","6.1.30","1353.7","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1257.2","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1312.1","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1370.5","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1379.7","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1421.9","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1425.6","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1422.4","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1400.8","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1449.1","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1570.3","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1577.0","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1624.0","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1722.7","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1919.9","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","1933.3","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Other non-durable household goods","Dollars","81","millions","6","v99923337","6.1.31","2233.2","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","469.5","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","491.5","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","500.7","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","518.9","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","523.0","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","502.4","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","483.7","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","492.3","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","505.8","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","502.5","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","481.2","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","480.6","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","495.2","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","432.2","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","477.2","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Repair of personal and household goods except vehicles","Dollars","81","millions","6","v99923338","6.1.32","516.5","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","614.6","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","665.2","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","662.5","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","658.8","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","622.4","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","572.2","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","567.0","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","558.1","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","555.8","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","573.8","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","581.6","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","588.1","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","609.5","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","520.9","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","587.3","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Renting and leasing of personal and household goods except passenger vehicles","Dollars","81","millions","6","v99923339","6.1.33","703.9","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","763.7","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","848.1","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","895.2","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","918.1","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","949.7","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1010.7","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1060.3","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1083.5","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1104.6","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1119.0","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1146.9","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1170.9","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1199.3","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1042.8","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1199.7","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Other services related to the dwelling and property","Dollars","81","millions","6","v99923340","6.1.34","1324.6","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","7181.4","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","7580.3","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","8109.3","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","8610.7","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","8806.5","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","9167.7","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","9823.7","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","10155.4","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","10556.5","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","11134.9","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","11432.9","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","11844.7","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","12100.6","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","11679.2","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","13163.0","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Health","Dollars","81","millions","6","v99923341","6.1.35","14837.1","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","3579.8","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","3754.1","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","3988.2","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","4148.7","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","4134.1","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","4337.2","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","4798.0","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","4939.6","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","5143.2","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","5361.9","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","5425.1","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","5679.0","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","5740.6","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","5882.8","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","6328.0","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Pharmaceutical products and other medical products (except cannabis)","Dollars","81","millions","6","v99923342","6.1.36","7451.8","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Cannabis products for medical use","Dollars","81","millions","6","v1077009632","6.1.115","0.2","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Cannabis products for medical use","Dollars","81","millions","6","v1077009632","6.1.115","0.2","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Cannabis products for medical use","Dollars","81","millions","6","v1077009632","6.1.115","0.2","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Cannabis products for medical use","Dollars","81","millions","6","v1077009632","6.1.115","0.2","","","","1"
