"REF_DATE","GEO","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","31.6","","","","1"
"2004","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","35.3","","","","1"
"2005","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","39.6","","","","1"
"2006","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","45.9","","","","1"
"2007","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","52.7","","","","1"
"2008","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","50.4","","","","1"
"2009","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","45.0","","","","1"
"2010","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","48.9","","","","1"
"2011","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","60.3","","","","1"
"2012","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","65.4","","","","1"
"2013","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","62.1","","","","1"
"2014","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","72.6","","","","1"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","82.1","","","","1"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","87.2","","","","1"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","93.6","","","","1"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","88.1","","","","1"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","88.2","","","","1"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","25.6","","","","1"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","22.1","","","","1"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62466839","8.2.186","55.6","","","","1"
"1997","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","509.5","","","","1"
"1998","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","533.1","","","","1"
"1999","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","546.3","","","","1"
"2000","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","562.2","","","","1"
"2001","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","503.8","","","","1"
"2002","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","501.0","","","","1"
"2003","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","515.5","","","","1"
"2004","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","607.0","","","","1"
"2005","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","687.9","","","","1"
"2006","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","819.0","","","","1"
"2007","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","896.4","","","","1"
"2008","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","988.7","","","","1"
"2009","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","878.4","","","","1"
"2010","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1044.9","","","","1"
"2011","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1232.3","","","","1"
"2012","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1334.8","","","","1"
"2013","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1276.0","","","","1"
"2014","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1418.8","","","","1"
"2015","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1483.2","","","","1"
"2016","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1601.8","","","","1"
"2017","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1732.5","","","","1"
"2018","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1772.0","","","","1"
"2019","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","1715.2","","","","1"
"2020","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","414.1","","","","1"
"2021","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","307.9","","","","1"
"2022","Alberta","2016A000248","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467144","9.2.186","802.5","","","","1"
"1997","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1070.6","","","","1"
"1998","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1104.5","","","","1"
"1999","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1075.7","","","","1"
"2000","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1126.4","","","","1"
"2001","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1077.0","","","","1"
"2002","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","987.7","","","","1"
"2003","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","883.3","","","","1"
"2004","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1009.6","","","","1"
"2005","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1137.7","","","","1"
"2006","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1186.9","","","","1"
"2007","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1181.1","","","","1"
"2008","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1225.7","","","","1"
"2009","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1151.2","","","","1"
"2010","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1296.8","","","","1"
"2011","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1476.8","","","","1"
"2012","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1588.8","","","","1"
"2013","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1587.0","","","","1"
"2014","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1818.3","","","","1"
"2015","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","1844.1","","","","1"
"2016","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","2036.7","","","","1"
"2017","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","2193.1","","","","1"
"2018","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","2178.4","","","","1"
"2019","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","2073.7","","","","1"
"2020","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","388.5","","","","1"
"2021","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","277.3","","","","1"
"2022","British Columbia","2016A000259","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467449","10.2.186","803.3","","","","1"
"1997","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","10.7","","","","1"
"1998","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","10.2","","","","1"
"1999","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","9.3","","","","1"
"2000","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","9.7","","","","1"
"2001","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","7.7","","","","1"
"2002","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","7.8","","","","1"
"2003","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","8.4","","","","1"
"2004","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","12.2","","","","1"
"2005","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","15.6","","","","1"
"2006","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","18.4","","","","1"
"2007","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","19.0","","","","1"
"2008","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","19.2","","","","1"
"2009","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","16.9","","","","1"
"2010","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","18.9","","","","1"
"2011","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","28.3","","","","1"
"2012","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","31.2","","","","1"
"2013","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","29.0","","","","1"
"2014","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","32.1","","","","1"
"2015","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","35.2","","","","1"
"2016","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","39.2","","","","1"
"2017","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","42.4","","","","1"
"2018","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","43.7","","","","1"
"2019","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","46.0","","","","1"
"2020","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","19.3","","","","1"
"2021","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","17.4","","","","1"
"2022","Yukon","2016A000260","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62467754","11.2.186","26.7","","","","1"
"1997","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","62.7","","","","1"
"1998","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","61.3","","","","1"
"1999","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","52.3","","","","1"
"2000","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","57.3","","","","1"
"2001","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","60.3","","","","1"
"2002","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","66.0","","","","1"
"2003","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","76.2","","","","1"
"2004","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","101.6","","","","1"
"2005","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","137.2","","","","1"
"2006","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","117.4","","","","1"
"2007","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","122.3","","","","1"
"2008","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","120.9","","","","1"
"2009","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","108.5","","","","1"
"2010","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","123.3","","","","1"
"2011","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","131.3","","","","1"
"2012","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","138.0","","","","1"
"2013","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","144.2","","","","1"
"2014","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","157.7","","","","1"
"2015","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","142.9","","","","1"
"2016","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","151.6","","","","1"
"2017","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","155.4","","","","1"
"2018","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","156.1","","","","1"
"2019","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","151.0","","","","1"
"2020","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","68.1","","","","1"
"2021","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","65.2","","","","1"
"2022","Northwest Territories","2016A000261","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468059","12.2.186","126.0","","","","1"
"1997","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","","..","","","1"
"1998","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","","..","","","1"
"1999","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","19.6","","","","1"
"2000","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","16.0","","","","1"
"2001","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","14.1","","","","1"
"2002","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","13.1","","","","1"
"2003","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","14.6","","","","1"
"2004","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","18.0","","","","1"
"2005","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","21.5","","","","1"
"2006","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","24.0","","","","1"
"2007","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","25.9","","","","1"
"2008","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","28.0","","","","1"
"2009","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","24.3","","","","1"
"2010","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","28.0","","","","1"
"2011","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","30.6","","","","1"
"2012","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","30.8","","","","1"
"2013","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","29.7","","","","1"
"2014","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","32.6","","","","1"
"2015","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","34.5","","","","1"
"2016","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","36.3","","","","1"
"2017","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","39.1","","","","1"
"2018","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","41.5","","","","1"
"2019","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","44.6","","","","1"
"2020","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","26.8","","","","1"
"2021","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","24.9","","","","1"
"2022","Nunavut","2016A000262","Chained (2017) dollars","Air transportation [481]","Dollars","81","millions","6","v62468364","13.2.186","35.3","","","","1"


