Economy_key,Location_key,Date_key,year,Sector,GDP,GDP per capita,GDP growth rate
369,12,4019,2001,Water Transportation,2200.6,70.93937288317811,-1.6711349419124222
370,13,4384,2002,Water Transportation,2239.2,71.40488505462146,1.7540670726165608
371,14,4749,2003,Water Transportation,2173.4999999999995,68.68934751946125,-2.934083601286186
372,15,5114,2004,Water Transportation,2201.0,68.91303109724794,1.2652403956751934
373,16,5480,2005,Water Transportation,2334.2,72.39460973716496,6.051794638800545
374,17,5845,2006,Water Transportation,2260.2000000000003,69.39260714214554,-3.170251049610129
375,18,6210,2007,Water Transportation,1998.4,60.76216749937958,-11.58304574816389
376,19,6575,2008,Water Transportation,2029.9,61.05458554857601,1.576261008807056
377,20,6941,2009,Water Transportation,1700.8000000000002,50.57378859377304,-16.21262131139465
378,21,7306,2010,Water Transportation,1624.6000000000001,47.77405992642102,-4.4802445907808135
379,22,7671,2011,Water Transportation,1675.5,48.79260365283184,3.1330789117321123
380,23,8036,2012,Water Transportation,1746.8,50.32063271253071,4.255446135481944
381,24,8402,2013,Water Transportation,1744.3,49.72208311555158,-0.14311884588962265
382,25,8767,2014,Water Transportation,1751.3,49.424189704901494,0.4013071146018454
383,26,9132,2015,Water Transportation,1717.3,48.09758143077659,-1.9414149488951038
384,27,9497,2016,Water Transportation,1622.6,44.933921851585524,-5.514470389565018
385,28,9863,2017,Water Transportation,1787.1000000000001,48.90125413615926,10.138050043140655
386,29,10228,2018,Water Transportation,1780.1000000000001,48.016568561919826,-0.39169604386996015
387,30,10593,2019,Water Transportation,1851.3999999999999,49.215153344119685,4.005392955451925
388,31,10958,2020,Water Transportation,1585.2,41.68437481247685,-14.37830830722695
389,32,11324,2021,Water Transportation,1701.5,44.49545113444964,7.336613676507686
390,33,11689,2022,Water Transportation,1904.4,48.907194873958936,11.9247722597708
391,110,2558,1997,Air transportation,1591.8,141.77498035875894,0.0
392,111,2923,1998,Air transportation,1606.7,141.36142836366426,0.936047242115845
393,112,3288,1999,Air transportation,1646.0,143.07122817609653,2.4460073442459596
394,113,3653,2000,Air transportation,1673.4,143.23020313627413,1.6646415552855398
395,114,4019,2001,Air transportation,1513.6,127.22029291430205,-9.54942034181906
396,115,4384,2002,Air transportation,1344.3,111.15969587408416,-11.185253699788579
397,116,4749,2003,Air transportation,1219.5,99.60272438566273,-9.283642044186557
398,117,5114,2004,Air transportation,1401.1,113.08640823410461,14.891348913489132
399,118,5480,2005,Air transportation,1625.3,129.73773627965366,16.00171293983299
400,119,5845,2006,Air transportation,1689.5,133.43123292275686,3.9500399926167606
401,120,6210,2007,Air transportation,1841.9,144.29148525127,9.020420242675353
402,121,6575,2008,Air transportation,1935.3,150.211614191563,5.070850751940914
403,122,6941,2009,Air transportation,1754.3,134.95714766302885,-9.352555159406805
404,123,7306,2010,Air transportation,1846.7,140.57798279463123,5.267058085846221
405,124,7671,2011,Air transportation,2132.3,160.77850485717272,15.465424811826512
406,125,8036,2012,Air transportation,2284.9,170.61214883346958,7.156591473995211
407,126,8402,2013,Air transportation,2205.3,163.21166331727392,-3.4837410827607274
408,127,8767,2014,Air transportation,2701.5,198.38060039670245,22.5003400897837
409,128,9132,2015,Air transportation,2991.6,218.21694233247476,10.738478622987223
410,129,9497,2016,Air transportation,3288.1,236.9545634706158,9.911084369568135
411,130,9863,2017,Air transportation,3541.1,251.5253934386045,7.69441318694688
412,131,10228,2018,Air transportation,3700.5,258.29312531959454,4.5014261105306375
413,132,10593,2019,Air transportation,4032.1,276.67218007399015,8.960951222807733
414,133,10958,2020,Air transportation,1003.8,67.9997867470326,-75.10478410753701
415,134,11324,2021,Air transportation,655.5,44.163754755941184,-34.698147041243274
416,135,11689,2022,Air transportation,2211.0,145.9887173369228,237.29977116704805
417,110,2558,1997,All industries,476306.4,42422.62250581177,0.0
418,111,2923,1998,All industries,497556.7,43776.26551559793,4.461476898063932
419,112,3288,1999,All industries,532281.1,46266.166896672934,6.978983500774882
420,113,3653,2000,All industries,566196.3,48462.059916342056,6.371670908472993
421,114,4019,2001,All industries,576357.0,48443.64849577721,1.7945542915063228
422,115,4384,2002,All industries,595887.9,49273.761615001626,3.388680973771474
423,116,4749,2003,All industries,603149.2,49262.24151786221,1.2185681232996792
424,117,5114,2004,All industries,620298.5,50065.89779316447,2.843293168589134
425,118,5480,2005,All industries,640521.0,51128.8651815542,3.2601239564499895
426,119,5845,2006,All industries,652745.4,51551.71560027114,1.9085088545106377
427,120,6210,2007,All industries,658613.6,51594.7307403691,0.8990028884156009
428,121,6575,2008,All industries,656719.4,50972.39763598137,-0.28760414300584847
429,122,6941,2009,All industries,635038.2,48853.07195409226,-3.301440463004457
430,123,7306,2010,All industries,654487.2,49822.10989381403,3.0626504043378855
431,124,7671,2011,All industries,671824.3,50656.524166729185,2.6489593684949186
432,125,8036,2012,All industries,681432.1,50882.1370147944,1.430106056003022
433,126,8402,2013,All industries,690990.9,51139.42507871949,1.402751646128797
434,127,8767,2014,All industries,707980.4,51989.47874184622,2.4587154476274575
435,128,9132,2015,All industries,726708.5,53008.45929837519,2.64528509546309
436,129,9497,2016,All industries,743032.2,53546.0815047022,2.2462514199297123
437,130,9863,2017,All industries,763479.1,54230.14910893555,2.751818831000863
438,131,10228,2018,All industries,788289.5,55022.229053268624,3.249650186887898
439,132,10593,2019,All industries,805621.5,55279.645028515675,2.198684620307634
440,133,10958,2020,All industries,768036.7,52028.62304631864,-4.665317397810265
441,134,11324,2021,All industries,807563.3,54408.89020762557,5.1464467778688405
442,135,11689,2022,All industries,837217.9,55280.12996495346,3.6721084279089933
443,110,2558,1997,All transportation,19769.5,1760.7868288745349,0.0
444,111,2923,1998,All transportation,20019.7,1761.3825775888774,1.2655858772351314
445,112,3288,1999,All transportation,21466.1,1865.8452558632475,7.224883489762579
446,113,3653,2000,All transportation,22233.1,1902.9828070688993,3.573075686780558
447,114,4019,2001,All transportation,22723.9,1909.9770178087397,2.207519419244286
448,115,4384,2002,All transportation,22460.7,1857.2674113806756,-1.1582518845796752
449,116,4749,2003,All transportation,22061.8,1801.898634564669,-1.7759909530869589
450,117,5114,2004,All transportation,22823.5,1842.143771558837,3.4525741326637105
451,118,5480,2005,All transportation,24133.5,1926.4293721190068,5.73969811816768
452,119,5845,2006,All transportation,24528.3,1937.1656173419692,1.635900304555915
453,120,6210,2007,All transportation,24491.1,1918.5934059598126,-0.1516615501278129
454,121,6575,2008,All transportation,25423.7,1973.3038886591435,3.8079138952517466
455,122,6941,2009,All transportation,24002.3,1846.481186428956,-5.590846336292521
456,123,7306,2010,All transportation,25013.7,1904.1400813505534,4.213762847727098
457,124,7671,2011,All transportation,25883.8,1951.675966806775,3.4784937854055897
458,125,8036,2012,All transportation,25795.8,1926.1573236808676,-0.3399809919718111
459,126,8402,2013,All transportation,26321.0,1947.9863012623982,2.035990355019046
460,127,8767,2014,All transportation,28059.0,2060.470578023718,6.603092587667647
461,128,9132,2015,All transportation,29069.3,2120.4083974279347,3.600627249723787
462,129,9497,2016,All transportation,29814.5,2148.5605159802544,2.563529221549876
463,130,9863,2017,All transportation,31122.7,2210.65470118654,4.387797883580147
464,131,10228,2018,All transportation,31658.2,2209.7271774065093,1.7206090731202606
465,132,10593,2019,All transportation,32860.8,2254.822344429795,3.798699862910726
466,133,10958,2020,All transportation,23899.8,1619.0289931228629,-27.269573473561216
467,134,11324,2021,All transportation,24026.0,1618.7313070423234,0.5280378915304862
468,135,11689,2022,All transportation,28055.5,1852.4588237205057,16.771414301173728
469,110,2558,1997,Ground transportation,2435.9,216.95544330688583,0.0
470,111,2923,1998,Ground transportation,2490.9,219.15552493374702,2.2578923601133116
471,112,3288,1999,Ground transportation,2636.2,229.13995851629747,5.833232968003532
472,113,3653,2000,Ground transportation,2918.6,249.8097710490795,10.712389044837266
473,114,4019,2001,Ground transportation,2897.9,243.5727317893472,-0.7092441581580178
474,115,4384,2002,Ground transportation,2913.5,240.91629392928976,0.5383208530314931
475,116,4749,2003,Ground transportation,2852.3,232.9617472449576,-2.1005663291573606
476,117,5114,2004,Ground transportation,2970.8,239.78095894788234,4.1545419486028745
477,118,5480,2005,Ground transportation,3164.5,252.60263733277796,6.520129258112295
478,119,5845,2006,Ground transportation,3224.8,254.68424973619787,1.9055142992573826
479,120,6210,2007,Ground transportation,3410.0,267.1339186203544,5.742991813445797
480,121,6575,2008,Ground transportation,3618.5,280.85605640064625,6.114369501466266
481,122,6941,2009,Ground transportation,3267.4,251.35893762422646,-9.702915572751136
482,123,7306,2010,Ground transportation,3389.2,257.99907905321066,3.7277345901940206
483,124,7671,2011,Ground transportation,3579.1,269.8693179826041,5.603092175144586
484,125,8036,2012,Ground transportation,3523.5,263.0976876076546,-1.5534631611298866
485,126,8402,2013,Ground transportation,3610.0,267.1718607787416,2.4549453668227583
486,127,8767,2014,Ground transportation,3712.3,272.60718225159303,2.8337950138504153
487,128,9132,2015,Ground transportation,3816.6,278.3951003162599,2.8095789672170746
488,129,9497,2016,Ground transportation,3917.2,282.290202860952,2.6358539013781934
489,130,9863,2017,Ground transportation,3840.1,272.76345297890066,-1.9682426222812244
490,131,10228,2018,Ground transportation,4168.7,290.9732607809198,8.557068826332648
491,132,10593,2019,Ground transportation,4341.3,297.88867720423934,4.140379494806545
492,133,10958,2020,Ground transportation,1625.3,110.10166706510468,-62.56190542003548
493,134,11324,2021,Ground transportation,1391.7,93.76460334682433,-14.37273118808835
494,135,11689,2022,Ground transportation,2212.0,146.05474570297298,58.94230078321476
495,110,2558,1997,Water Transportation,245.5,21.865660056587082,0.0
496,111,2923,1998,Water Transportation,249.5,21.951625304496318,1.6293279022403295
497,112,3288,1999,Water Transportation,289.1,25.12873151015158,15.871743486973955
498,113,3653,2000,Water Transportation,351.5,30.08570359890065,21.58422691110342
499,114,4019,2001,Water Transportation,331.5,27.863059659811793,-5.6899004267425335
500,115,4384,2002,Water Transportation,330.7,27.34546710225369,-0.2413273001508287
501,116,4749,2003,Water Transportation,289.9,23.677597211483086,-12.337465981251894
502,117,5114,2004,Water Transportation,350.5,28.28976239101682,20.90375991721285
503,118,5480,2005,Water Transportation,365.4,29.16764218088073,4.251069900142657
504,119,5845,2006,Water Transportation,353.1,27.886693308686265,-3.3661740558292186
505,120,6210,2007,Water Transportation,292.1,22.882644465984022,-17.275559331634092
506,121,6575,2008,Water Transportation,316.0,24.526879597237592,8.18212940773706
507,122,6941,2009,Water Transportation,263.0,20.23241739461699,-16.77215189873418
508,123,7306,2010,Water Transportation,242.6,18.467655074444973,-7.756653992395435
509,124,7671,2011,Water Transportation,249.6,18.820201103198567,2.885408079142615
510,125,8036,2012,Water Transportation,255.6,19.085502753658727,2.4038461538461453
511,126,8402,2013,Water Transportation,255.0,18.872250553623022,-0.23474178403755097
512,127,8767,2014,Water Transportation,243.4,17.87371391321761,-4.54901960784313
513,128,9132,2015,Water Transportation,232.5,16.959299068157637,-4.478225143796221
514,129,9497,2016,Water Transportation,216.3,15.587504053615826,-6.967741935483862
515,130,9863,2017,Water Transportation,231.8,16.464823416189468,7.1659731853906505
516,131,10228,2018,Water Transportation,234.3,16.354027634746927,1.0785159620362306
517,132,10593,2019,Water Transportation,263.0,18.04637369099462,12.249253094323521
518,133,10958,2020,Water Transportation,295.1,19.99077213493656,12.205323193916362
519,134,11324,2021,Water Transportation,312.5,21.054421603709567,5.8963063368349555
520,135,11689,2022,Water Transportation,358.6,23.677772065590467,14.75200000000001
521,144,2558,1997,Air transportation,926.9,127.41574772864143,0.0
522,145,2923,1998,Air transportation,973.2,133.3893462592526,4.995145107347088
523,146,3288,1999,Air transportation,937.7,128.04424265182809,-3.64775996711878
524,147,3653,2000,Air transportation,992.7,134.93361584167135,5.865415378052674
525,148,4019,2001,Air transportation,913.7,123.53951736705744,-7.9580940868338885
526,149,4384,2002,Air transportation,818.9,110.04790154415119,-10.375396738535636
527,150,4749,2003,Air transportation,774.9,103.52030488860579,-5.37306142386128
528,151,5114,2004,Air transportation,805.3,106.86773495474677,3.923086849916113
529,152,5480,2005,Air transportation,868.5,114.55566580979644,7.84800695393022
530,153,5845,2006,Air transportation,920.6,120.62525444184877,5.998848589522177
531,154,6210,2007,Air transportation,1018.0,132.33841193905673,10.580056484901146
532,155,6575,2008,Air transportation,1068.6,137.67755005595484,4.970530451866395
533,156,6941,2009,Air transportation,964.1,122.91056188140743,-9.779150290099182
534,157,7306,2010,Air transportation,1101.4,138.89941571192762,14.241261279950223
535,158,7671,2011,Air transportation,1283.2,160.30509938116634,16.506264753949516
536,159,8036,2012,Air transportation,1327.0,164.6452645193053,3.4133416458852928
537,160,8402,2013,Air transportation,1268.8,156.4714986449948,-4.385832705350423
538,161,8767,2014,Air transportation,1494.9,183.47880678021022,17.81998738965953
539,162,9132,2015,Air transportation,1501.4,183.64080182070302,0.4348116930898316
540,163,9497,2016,Air transportation,1652.8,200.9474487406499,10.0839216731051
541,164,9863,2017,Air transportation,1788.0,215.60788883701008,8.18005808325266
542,165,10228,2018,Air transportation,1846.3,220.1395954262759,3.260626398210298
543,166,10593,2019,Air transportation,1953.6,230.2908364852545,5.811623246492981
544,167,10958,2020,Air transportation,447.1,52.28570142186469,-77.11404586404586
545,168,11324,2021,Air transportation,310.1,36.17583720056649,-30.641914560501004
546,169,11689,2022,Air transportation,1065.5,122.86407635445968,243.59883908416634
547,144,2558,1997,All industries,255142.2,35072.96816283373,0.0
548,145,2923,1998,All industries,263596.3,36129.20071245152,3.3134855778463868
549,146,3288,1999,All industries,279540.8,38171.68606834397,6.048833007140075
550,147,3653,2000,All industries,291959.3,39684.8232372351,4.4424642127374625
551,148,4019,2001,All industries,296936.8,40148.22037924753,1.7048609172579887
552,149,4384,2002,All industries,305659.7,41076.08813239076,2.937628478517995
553,150,4749,2003,All industries,309126.2,41296.73309208431,1.1341043650831217
554,151,5114,2004,All industries,316952.6,42061.35160811855,2.5317815183572234
555,152,5480,2005,All industries,321910.0,42460.12018518316,1.5640824527074493
556,153,5845,2006,All industries,325731.7,42680.28371961324,1.1871951787766788
557,154,6210,2007,All industries,333975.1,43416.24200509594,2.5307331156285917
558,155,6575,2008,All industries,339689.7,43765.34313610545,1.7110856468042224
559,156,6941,2009,All industries,335837.1,42814.9846090887,-1.1341527282104913
560,157,7306,2010,All industries,343076.5,43265.95732203843,2.1556284281873728
561,158,7671,2011,All industries,350395.1,43773.473603626655,2.133226845907532
562,159,8036,2012,All industries,354978.0,44043.29066204518,1.3079235411682433
563,160,8402,2013,All industries,359421.9,44324.78195052921,1.2518803982218607
564,161,8767,2014,All industries,365034.4,44803.04779298278,1.5615353432832046
565,162,9132,2015,All industries,368532.7,45076.355751397765,0.9583480351440743
566,163,9497,2016,All industries,374428.8,45523.05910879904,1.59988516622811
567,164,9863,2017,All industries,385162.6,46445.243313743726,2.866713244280361
568,165,10228,2018,All industries,397533.8,47399.084601781986,3.2119421771480416
569,166,10593,2019,All industries,409426.6,48263.305791008235,2.9916449871683737
570,167,10958,2020,All industries,389745.0,45578.373296051555,-4.807113167537224
571,168,11324,2021,All industries,415357.4,48455.01993695768,6.571578852839677
572,169,11689,2022,All industries,426973.8,49234.858343081934,2.7967239779524755
573,144,2558,1997,All transportation,11477.9,1577.8025794094008,0.0
574,145,2923,1998,All transportation,11786.1,1615.4337997802886,2.6851601773843603
575,146,3288,1999,All transportation,12199.6,1665.8723927218107,3.5083700291020703
576,147,3653,2000,All transportation,12883.1,1751.1466366977297,5.602642709597028
577,148,4019,2001,All transportation,13088.3,1769.642404679061,1.5927843453827029
578,149,4384,2002,All transportation,12892.4,1732.5455682840577,-1.496756645248043
579,150,4749,2003,All transportation,13047.5,1743.0393315706337,1.2030343458161452
580,151,5114,2004,All transportation,13443.0,1783.9599664679756,3.031232036788656
581,152,5480,2005,All transportation,13839.1,1825.385509163332,2.94651491482556
582,153,5845,2006,All transportation,13953.0,1828.2469859082291,0.8230303993756793
583,154,6210,2007,All transportation,14520.6,1887.6553481358224,4.067942377983225
584,155,6575,2008,All transportation,14355.2,1849.5122277402613,-1.139071388234647
585,156,6941,2009,All transportation,13714.7,1748.450869240679,-4.461797815425772
586,157,7306,2010,All transportation,14133.8,1782.4374085611425,3.0558451880099424
587,158,7671,2011,All transportation,14520.3,1813.9636335289508,2.7345795186008104
588,159,8036,2012,All transportation,14688.8,1822.4878383354724,1.1604443434364287
589,160,8402,2013,All transportation,14805.8,1825.887227804275,0.7965252437231118
590,161,8767,2014,All transportation,15397.6,1889.8476655822897,3.9970822245336324
591,162,9132,2015,All transportation,15784.1,1930.6012921394422,2.510131449056985
592,163,9497,2016,All transportation,16484.0,2004.124966747866,4.434209109166809
593,164,9863,2017,All transportation,17262.4,2081.6049330313217,4.722154816792057
594,165,10228,2018,All transportation,17687.7,2108.954732178595,2.463736212809331
595,166,10593,2019,All transportation,18258.7,2152.3399345481757,3.2282320482595273
596,167,10958,2020,All transportation,13534.3,1582.7563604427269,-25.874788457009544
597,168,11324,2021,All transportation,13701.0,1598.3397145596955,1.231685421484685
598,169,11689,2022,All transportation,15964.9,1840.9316683165775,16.523611415225158
599,144,2558,1997,Ground transportation,2063.6,283.6715255289939,0.0
600,145,2923,1998,Ground transportation,2024.6,277.49698976210726,-1.8899011436324886
601,146,3288,1999,Ground transportation,2097.4,286.40289488956404,3.5957720043465535
602,147,3653,2000,Ground transportation,2241.1,304.6234778510826,6.851339753981112
603,148,4019,2001,Ground transportation,2172.0,293.6716993775296,-3.0833073044487014
604,149,4384,2002,Ground transportation,2266.0,304.5164793003378,4.327808471454886
605,150,4749,2003,Ground transportation,2136.8,285.4590108220066,-5.701676963812874
606,151,5114,2004,Ground transportation,2148.0,285.0514028098796,0.5241482590789825
607,152,5480,2005,Ground transportation,2174.6,286.8310315140856,1.238361266294219
608,153,5845,2006,Ground transportation,2113.4,276.91658998197175,-2.8143106778258042
609,154,6210,2007,Ground transportation,2316.9,301.19338567937183,9.629033784423214
610,155,6575,2008,Ground transportation,2576.9,332.0056885075707,11.22189132029867
611,156,6941,2009,Ground transportation,2411.5,307.43576390106216,-6.418564942372617
612,157,7306,2010,Ground transportation,2480.7,312.84527016213804,2.8695832469417315
613,158,7671,2011,Ground transportation,2460.9,307.43050114332317,-0.7981618091667531
614,159,8036,2012,Ground transportation,2560.2,317.6524538224005,4.0351091064244615
615,160,8402,2013,Ground transportation,2456.5,302.9415482514421,-4.050464807436915
616,161,8767,2014,Ground transportation,2507.3,307.73724813701324,2.0679829025035623
617,162,9132,2015,Ground transportation,2473.2,302.5046164000018,-1.3600287161488644
618,163,9497,2016,Ground transportation,2645.2,321.6034555958175,6.954552806081193
619,164,9863,2017,Ground transportation,2501.8,301.682223877199,-5.421140178436401
620,165,10228,2018,Ground transportation,2762.4,329.36880160620944,10.416500119913664
621,166,10593,2019,Ground transportation,2888.8,340.53243675194676,4.575731248189974
622,167,10958,2020,Ground transportation,1443.3,168.7854011679206,-50.03807809471061
623,168,11324,2021,Ground transportation,1474.9,172.05979454084334,2.189427007552136
624,169,11689,2022,Ground transportation,2092.3,241.2656095320845,41.86046511627908
625,144,2558,1997,Water Transportation,238.7,32.812751087308996,0.0
626,145,2923,1998,Water Transportation,311.9,42.74983261226971,30.66610808546293
627,146,3288,1999,Water Transportation,293.1,40.02321373707029,-6.027572940044868
628,147,3653,2000,Water Transportation,220.5,29.97165537734314,-24.76970317297851
629,148,4019,2001,Water Transportation,218.7,29.569981884836885,-0.8163265306122547
630,149,4384,2002,Water Transportation,221.0,29.699091758770805,1.0516689529035173
631,150,4749,2003,Water Transportation,244.3,32.63648275169234,10.542986425339373
632,151,5114,2004,Water Transportation,242.9,32.23416468459951,-0.5730659025787954
633,152,5480,2005,Water Transportation,251.8,33.21256954623689,3.6640592836558294
634,153,5845,2006,Water Transportation,233.9,30.64767218547515,-7.108816521048455
635,154,6210,2007,Water Transportation,215.7,28.040663512037856,-7.781103035485259
636,155,6575,2008,Water Transportation,232.6,29.967993770367865,7.8349559573481775
637,156,6941,2009,Water Transportation,195.5,24.923778495814908,-15.950128976784173
638,157,7306,2010,Water Transportation,192.2,24.238666878366157,-1.6879795396419484
639,158,7671,2011,Water Transportation,198.3,24.772834481986663,3.1737773152965776
640,159,8036,2012,Water Transportation,204.7,25.397803803392463,3.22743318204739
641,160,8402,2013,Water Transportation,204.5,25.219436848125344,-0.09770395701025336
642,161,8767,2014,Water Transportation,217.2,26.658369678681957,6.210268948655262
643,162,9132,2015,Water Transportation,203.9,24.939629340110127,-6.123388581952105
644,163,9497,2016,Water Transportation,241.2,29.325099610506264,18.293281020107877
645,164,9863,2017,Water Transportation,263.4,31.762370201156852,9.203980099502473
646,165,10228,2018,Water Transportation,299.2,35.67446620351067,13.59149582384207
647,166,10593,2019,Water Transportation,344.9,40.65689470913404,15.27406417112298
648,167,10958,2020,Water Transportation,405.5,47.4208273911119,17.570310234850695
649,168,11324,2021,Water Transportation,442.4,51.60977225904746,9.099876695437725
650,169,11689,2022,Water Transportation,495.6,57.148227349854736,12.025316455696222
